2025-10-04 14:57:27,440 - JARVIS - INFO - [MainThread] - __init__:82 - J.A.R.V.I.S. system initialized
2025-10-04 14:57:27,441 - JARVIS - INFO - [MainThread] - _initialize_essential_modules_only:147 - Initializing essential modules for terminal mode...
2025-10-04 14:57:27,444 - JARVIS.SystemMonitor - INFO - [SystemMonitor] - _monitor_loop:108 - System monitoring loop started
2025-10-04 14:57:27,444 - JARVIS.SystemMonitor - INFO - [MainThread] - start_monitoring:94 - System monitoring started
2025-10-04 14:57:27,446 - JARVIS.ApplicationController - INFO - [MainThread] - initialize:59 - Initializing application controller...
2025-10-04 14:57:27,449 - JARVIS.ApplicationController - INFO - [MainThread] - start_monitoring:505 - Application monitoring started
2025-10-04 14:57:31,329 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 87.7, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:00:43,918 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 90.5, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:00:45,021 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 90.5, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:00:46,141 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 90.5, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:00:51,930 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 92.3, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:00:53,051 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 91.5, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:00:54,153 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 91.5, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:00:55,256 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 91.5, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:00:56,373 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 91.5, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:01:00,937 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 91.0, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:01:02,056 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 91.2, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:01:03,167 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 91.2, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:01:04,270 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 91.1, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:01:05,386 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 91.1, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:01:06,502 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 91.2, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:01:10,284 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 91.2, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:01:11,399 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 91.9, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:01:12,501 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 91.9, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:01:14,203 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 92.0, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:01:15,328 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 92.0, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:01:16,432 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_cpu_usage - {'metric': 'cpu', 'value': 87.3, 'threshold': 80, 'unit': 'percent'}
2025-10-04 15:01:16,434 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 91.8, 'threshold': 85, 'unit': 'percent'}
2025-10-04 15:01:17,536 - JARVIS.SystemMonitor - WARNING - [SystemMonitor] - _trigger_alert:453 - Alert triggered: high_memory_usage - {'metric': 'memory', 'value': 91.8, 'threshold': 85, 'unit': 'percent'}
